0,4,Photography,Vehicles,Cosmetics,11.684154591657158,10.3292796680971
1137,1,Restaurants,Consumer electronics,Music,16.23867388157433,12.60643581980531
1138,5,Reading,Television programme,TV chat shows,7.156184683226716,14.281496288596388
1139,3,Music,Travel,Shopping,6.375912776744531,26.0171781931228
1140,4,Films,Food,Vehicles,4.092898374368537,15.176719940279657
1141,4,Live events,Arts and music,Sports,14.111165545195181,26.25134744304161
1142,5,Reading,Restaurants,Photography,11.766129696321805,1.6144518417292932
1143,3,Television programme,TV chat shows,TV comedies,9.46857421680736,16.706089350793146
1144,5,Television programme,TV chat shows,Restaurants,13.40012036744936,36.91283166392698
1145,4,Television programme,TV chat shows,TV comedies,12.389203937035344,1.4832910543591495
1146,5,Television programme,TV chat shows,Restaurants,6.7881449296146,0.21197881342165736
1147,5,Films,Vehicles,4x4s,19.48524582754398,8.133875808198063
1148,5,Music,Restaurants,Coffeehouses,8.295739492935498,1.2453258488897134
1149,4,Television programme,TV chat shows,TV comedies,5.842535133285635,9.921283674611427
1150,5,Music,Vehicles,4x4s,5.3762939216287435,8.26279515098631
1151,3,Rock music,Restaurants,Coffeehouses,7.6874986436738855,1.922117984094612
1152,5,Games,Restaurants,Coffeehouses,7.719038465697846,18.1733513312143
1153,4,Restaurants,Football,Golf,9.815611361300824,19.681057341260953
1154,5,Television programme,Arts and music,Acting,2.322316536892907,13.179384585018365
1155,4,Drinks,Restaurants,Coffeehouses,17.52020055917483,16.630208070219382
1156,5,Reading,Food,Restaurants,12.309938913883958,1.2552342335690163
1157,4,Television programme,TV chat shows,TV comedies,5.375289384712241,11.387079234239309
1158,5,Television programme,TV chat shows,Restaurants,9.636281417645979,25.985034320720843
1159,5,Television programme,Restaurants,Consumer electronics,12.056925601454255,7.991162441395498
1160,5,Games,Television programme,Restaurants,10.451885485941256,18.368302122964714
1161,5,Reading,Television programme,TV chat shows,7.705603097335761,2.947341343289297
1162,5,Restaurants,Coffeehouses,Diners,15.590136599662554,17.229591161436367
1163,4,Music,Restaurants,Arts and music,6.402000011972893,5.0774003352912125
1164,4,Music,Restaurants,Coffeehouses,5.681391213111277,33.92515640005695
1165,5,Music,Television programme,TV chat shows,6.3408701772032625,49.03400600917475
1166,4,Television programme,TV chat shows,TV comedies,14.130565778727679,18.42371240174184
1167,5,Television programme,Restaurants,Online shopping,11.093389654836724,4.088370119165807
1168,4,Television programme,Alcoholic drink,Beer,13.4248833024216,6.2483739139262084
1169,4,Television programme,TV chat shows,TV comedies,14.017694930090778,23.285935072431602
1170,4,Music,Television programme,TV chat shows,13.285522753671799,37.80019563749652
1171,3,Games,Television programme,TV chat shows,16.521875103781802,35.627384324367384
1172,4,Television programme,Restaurants,Arts and music,10.333462244911386,7.953285462452527
1173,4,Restaurants,Coffeehouses,Computers,24.184158333890004,23.830135394623937
1174,5,Video games,Music,Restaurants,19.00199443087096,10.926348557026285
1175,4,Games,Restaurants,Travel,12.40583976231336,11.734201344254565
1176,5,Music,Restaurants,Coffeehouses,4.740766049720561,22.263645741874164
1177,3,Restaurants,Coffeehouses,Diners,1.4115308761995902,6.414430789473142
1178,4,Television programme,TV chat shows,TV comedies,1.859293693440856,23.428799045069177
1179,3,Games,Vehicles,4x4s,7.39362185752467,17.890621985505977
1180,4,Reading,Television programme,TV chat shows,11.680772621655112,13.009963014120629
1181,4,Television programme,TV chat shows,TV comedies,1.1171707152339359,6.195413999707392
1182,6,Business,Television programme,TV chat shows,4.708512875751201,17.347366890234078
1183,4,Television programme,Restaurants,Arts and music,7.780579020089209,14.92782281241398
1184,4,Television programme,Restaurants,Vehicles,23.44601320597981,12.717757284180903
1185,4,Television programme,Arts and music,Acting,10.554633957038625,12.496911882963309
1186,3,Television programme,Restaurants,Beauty,12.112316723705437,6.384814546533672
1187,4,Television programme,TV chat shows,Restaurants,3.411322617669934,4.441005425726331
1188,5,Television programme,Restaurants,Vehicles,8.376381111987651,5.232657546762132
1189,3,Reading,Restaurants,Sports,11.195917530162784,24.485547254778258
1190,4,Live events,Restaurants,Coffeehouses,12.424379508393951,10.489400523712604
1191,5,Television programme,TV chat shows,Restaurants,14.317758058817688,1.8223126795754538
1192,5,Television programme,TV chat shows,Restaurants,6.37847054030727,20.26942687435434
1193,3,Television programme,TV chat shows,TV comedies,22.85191497576361,15.4656792910843
1194,4,Restaurants,Coffeehouses,Diners,12.383341407984258,10.189363963305746
1195,3,Television programme,Restaurants,Vehicles,17.563944308215568,12.020877414792015
1196,3,Music,Reading,Vehicles,13.381122159550394,19.1791661058265
1197,3,Music,Television programme,TV chat shows,1.3687941246568904,22.493603274851942
1198,3,Television programme,Restaurants,Clothing,3.2208664335250035,15.33606820837913
1199,4,Music,Television programme,TV chat shows,9.692976074501201,15.52453563774284
1200,4,Restaurants,Coffeehouses,Diners,5.87782252522435,13.515932411687356
1201,4,Television programme,TV chat shows,TV comedies,16.183547907886556,14.57009192003652
1202,5,Restaurants,Football,Golf,10.383218087670192,3.5758974352921467
1203,4,Reading,Television programme,Arts and music,14.571927700683538,21.49626489827439
1204,5,Films,Games,Vehicles,1.1614642744474875,17.847870957609544
1205,4,Television programme,TV chat shows,TV comedies,4.880372735877375,2.4517139943845905
1206,5,Television programme,Restaurants,Coffeehouses,20.09716520521554,19.254403411242915
1207,5,Business,Television programme,Restaurants,17.01447350920087,6.152231315788059
1208,4,Television programme,Restaurants,Coffeehouses,13.146991007647227,26.6196191297495
1209,6,Television programme,Restaurants,Vehicles,7.607929567091095,22.48089878126502
1210,4,Reading,Television programme,Restaurants,11.423546741645037,11.907096911610381
1211,4,Music,Family,Restaurants,8.642355558565404,12.795573015960741
1212,4,Television programme,Family,Fatherhood,11.685290113949431,12.022044506632689
1213,5,Television programme,Restaurants,Consumer electronics,7.733483547280779,4.807652965552959
1214,0,Films,Television programme,TV chat shows,14.385741944355013,17.728220566116647
1215,4,Television programme,Drinks,Arts and music,5.177080692636304,12.721048003283304
1216,5,Vehicles,4x4s,Shoes,6.598129051133276,7.105334312476859
1217,4,Films,Television programme,TV chat shows,18.121855104612628,23.765218493434702
1218,5,Films,Television programme,Restaurants,10.884754103486927,12.272122390784805
1219,3,Reading,Vehicles,4x4s,16.213836261191293,26.686600280351776
1220,4,Television programme,TV chat shows,TV comedies,18.605094084159123,32.92065164365064
1221,5,Reading,Pets,Birds,5.514426669483787,17.4740744433189
1222,4,Restaurants,Coffeehouses,Politics and social issues,7.9932409211153574,16.185832345929814
1223,4,Games,Television programme,Restaurants,5.167624373831572,27.036378590984242
1224,5,Television programme,Restaurants,Vehicles,12.12712769773922,22.318812884902457
1225,4,Television programme,TV chat shows,TV comedies,13.313955395709232,5.845515548192543
1226,4,Live events,Restaurants,Pets,18.293689356254554,20.236214719481286
1227,4,Television programme,TV chat shows,TV comedies,4.548417575801375,11.826295068367452
1228,4,Television programme,Restaurants,Coffeehouses,10.11428516854681,29.991492303100067
1229,4,Restaurants,Pets,Birds,10.144305772117889,12.76848830291625
1230,4,Restaurants,Coffeehouses,Televisions,15.452377152372245,5.297661344831468
1231,5,Restaurants,Pets,Birds,11.152099854521897,29.139615915619103
1232,4,Travel,Vehicles,4x4s,12.48580048832801,20.0064789029435
1233,4,Television programme,TV chat shows,Family,9.06515136236147,4.374973085376691
1234,4,Television programme,Travel,Shopping,12.874447742936715,14.753628664509712
1235,3,Video games,Restaurants,Coffeehouses,5.702506211324428,43.95384557339888
1236,5,Television programme,TV chat shows,TV comedies,12.424507168087363,26.12876741660988
1237,4,Music,Sports,Reading,10.103635728016398,24.871555571096977
1238,5,Restaurants,Consumer electronics,Games,8.285405097839792,11.41470115142539
1239,5,Music,Restaurants,Consumer electronics,5.786104112098195,22.54081382341284
1240,5,Television programme,TV chat shows,Restaurants,9.712074957008289,8.843318402858156
1241,3,Television programme,TV chat shows,Restaurants,18.158506588168457,18.484502867511406
1242,3,Television programme,Restaurants,Travel,4.2507959942229325,10.716998578807617
1243,3,Television programme,Pets,Birds,0.7052165446634184,2.1939500369801266
1244,3,Music,Television programme,TV chat shows,7.995644388556062,2.69919103968296
1245,4,Music,Television programme,TV chat shows,0.5130068440943614,37.09417330476609
1246,3,Television programme,Restaurants,Consumer electronics,13.368969634006254,45.14115130168419
1247,4,Reading,Television programme,TV chat shows,4.8712776356956695,28.94773289310571
1248,6,Restaurants,Consumer electronics,Games,5.051024764233811,10.05511177511964
1249,4,Restaurants,Coffeehouses,Diners,16.420239003874197,45.72386816763372
1250,5,Music,Pets,Travel,12.667471047789416,24.56318705967389
1251,5,Television programme,TV chat shows,TV comedies,5.294463173627609,13.728584764514709
1252,5,Live events,Television programme,TV chat shows,15.369120758592732,13.299747287917423
1253,3,Reading,Vehicles,4x4s,14.716815278218286,13.555527714395335
1254,4,Television programme,TV chat shows,TV comedies,1.5227513990389507,14.38991156122433
1255,4,Television programme,Restaurants,Coffeehouses,15.173699662576993,17.379917517592148
1256,3,Games,Television programme,TV chat shows,8.471291088845604,15.547833674511727
1257,4,Television programme,Drinks,Politics and social issues,5.264645350993681,21.07715976488725
1258,4,Live events,Food,Barbecue,4.854109218810617,20.37897823381486
1259,5,Television programme,TV chat shows,Restaurants,25.442386093645695,18.713958230404067
1260,4,Music,Blues music,Vehicles,2.2379769101153224,25.87819409771037
1261,4,Television programme,TV chat shows,TV comedies,22.87168215053878,16.6488968823526
1262,4,Television programme,Arts and music,Acting,4.871026295449838,27.63250178186084
1263,5,Television programme,Food,Barbecue,13.763811377584005,18.05556318983283
1264,4,Food,Home and garden,Online shopping,10.366280651122338,17.88483877972636
1265,5,Live events,Music,Alcoholic drink,8.10881005292763,13.021011746369327
1266,4,Restaurants,Coffeehouses,Diners,3.1345382266419373,10.887954871690656
1267,5,Television programme,TV chat shows,TV comedies,0.0644445828080702,0.6409912817631316
1268,5,Reading,Restaurants,Coffeehouses,15.566068720672844,13.173335183773098
1269,5,Television programme,TV chat shows,TV comedies,13.543233818959656,12.619381631279294
1270,5,Films,Television programme,TV chat shows,23.98408116348122,34.607352395811624
1271,4,Games,Television programme,Restaurants,7.709819677048801,13.203313941258653
1272,3,Television programme,TV chat shows,TV comedies,8.20060785758303,22.538066648919724
1273,5,Live events,Friendship,Restaurants,5.698907065888477,15.494383501702314
1274,4,Films,Television programme,TV chat shows,6.787515600501321,18.760491248406403
1275,4,Vehicles,4x4s,Automobiles,9.451471438251483,14.871650279265136
1276,5,Television programme,Restaurants,Sports,9.614951364284844,0.6731814797590392
1277,6,Restaurants,Coffeehouses,Diners,17.702299929010508,41.01254254958765
1278,4,Business,Food,Online shopping,2.95833424564239,18.574958915932548
1279,5,Television programme,Restaurants,Mobile phones,8.243946898835517,25.74420720429668
1280,4,Music,Television programme,TV chat shows,16.687168395833208,19.303632150267777
1281,4,Restaurants,Arts and music,Acting,8.739250714846321,22.24157504733744
1282,3,Restaurants,Politics and social issues,Travel,7.4677478638163794,23.54973239867138
1283,6,Television programme,Home and garden,DIY,13.263313242819995,7.422379602728346
1284,3,Live events,Television programme,TV chat shows,12.318556434292768,7.742541678272343
1285,6,Television programme,TV chat shows,Restaurants,3.6172131482512278,12.905638065197506
1286,5,Television programme,TV chat shows,TV comedies,4.107077643793058,20.64706474924041
1287,5,Films,Television programme,TV chat shows,6.581164621443577,20.521666932230602
1288,4,Video games,Television programme,TV chat shows,8.548025358450587,18.23926822282754
1289,5,Films,Restaurants,Coffeehouses,3.202683267071455,5.426882174050217
1290,3,Restaurants,Arts and music,Acting,15.746140159862293,23.13594878771871
1291,4,Television programme,Restaurants,Pets,11.56971135876018,6.18512704410057
1292,5,Arts and music,Travel,Vehicles,8.008716318368911,15.041326778810538
1293,5,Vehicles,4x4s,Automobiles,17.29710597250716,0.9022879553109835
1294,3,Music,Television programme,Restaurants,4.4112818387407104,25.852444472608397
1295,3,Television programme,Food,Barbecue,2.832695854135695,15.670215913193562
1296,5,Music videos,Television programme,TV chat shows,8.024026901299578,23.00706559459433
1297,5,Music,Restaurants,Coffeehouses,9.6087301813199,23.257630284902316
1298,5,Television programme,TV chat shows,TV comedies,26.328862229031614,23.355543010751987
1299,4,Television programme,Restaurants,Vehicles,9.619392921607535,36.14496667572476
1300,4,Restaurants,Coffeehouses,Diners,10.458365330664776,10.742423658734083
1301,3,Television programme,Restaurants,Shopping,7.1444406528765665,1.5097471448692605
1302,5,Vehicles,4x4s,Automobiles,6.468546519073736,17.810897870033752
1303,5,Vehicles,4x4s,Automobiles,10.325162485675886,13.23836887776778
1304,3,Films,Television programme,TV chat shows,5.901461519146944,38.85682786077264
1305,5,Television programme,Drinks,Coffee,6.894384863283285,13.706837443839687
1306,4,Television programme,TV chat shows,TV comedies,19.07744891915936,17.895680486515857
1307,4,Games,Restaurants,Coffeehouses,14.56632391421419,22.128081364595552
1308,4,Television programme,Politics and social issues,Charity and causes,17.68771450927874,2.297361949075027
1309,5,Music,Television programme,TV chat shows,12.781520576467425,8.43216049380873
1310,5,Television programme,TV chat shows,TV comedies,20.392371182267908,16.16879489466563
1311,4,Music,Food,Shopping,0.8297293070658753,0.36397642665247787
1312,4,Television programme,TV chat shows,TV comedies,15.008390630826167,27.528996661902312
1313,4,Pets,Travel,Sports,11.48170807164771,2.8289861560710943
1314,4,Television programme,TV chat shows,TV comedies,2.637028646426762,19.80749951987169
1315,4,Television programme,Restaurants,Consumer electronics,19.274938129220082,14.474938183230547
1316,5,Restaurants,Sports,Pop music,4.957623247808256,3.6668204288305635
1317,5,Restaurants,Coffeehouses,Diners,2.2227953363449533,13.05234721679284
1318,4,Drinks,Coffee,Restaurants,1.384918804592468,2.2571370846020713
1319,4,Music,Reading,Television programme,12.131425242942129,26.963791787921846
1320,5,Television programme,Restaurants,Vehicles,16.61487341064476,18.488597376167043
1321,6,Television programme,Travel,Mobile phones,3.297003249961758,6.863741373517164
1322,4,Games,Television programme,TV chat shows,4.9224800494884615,3.2941696508725133
1323,5,Live events,Television programme,TV chat shows,15.431192362201703,14.370001273548699
1324,3,Video games,Reading,Television programme,19.872398464793008,32.475665866259185
1325,3,Reading,Restaurants,Coffeehouses,2.6631497147069547,20.67311857257993
1326,4,Television programme,Restaurants,Photography,18.051477926120977,2.8950828048870907
1327,5,Arts and music,Pets,Sports,9.282368766563655,14.405220374835098
1328,3,Rock music,Television programme,TV chat shows,11.385453529899749,26.930586716648264
1329,3,Games,Television programme,Restaurants,15.963948218360844,28.45586401241114
1330,5,Music videos,Television programme,Restaurants,11.777270864928566,27.1142001348972
1331,5,Music,Vehicles,4x4s,6.401385114112713,6.545069548391103
1332,5,Television programme,Drinks,Coffee,18.699326209631025,22.593084215224316
1333,3,Television programme,Restaurants,Coffeehouses,7.085307359995372,12.657553579876026
1334,4,Pop music,Restaurants,Coffeehouses,3.9790100694160513,14.14365080571944
1335,4,Live events,Restaurants,Coffeehouses,19.77412059032453,23.897193280306624
1336,5,Television programme,Travel,Clothing,21.534081256384695,10.827377451779629
1337,4,Television programme,Travel,Vehicles,7.32251769930204,10.56530745488721
1338,5,Games,Restaurants,Coffeehouses,14.135572269276889,16.563616585971204
1339,5,Restaurants,Coffeehouses,Diners,16.40385247936759,6.653600470747668
1340,3,Films,Sports,Music,5.425125300940875,35.98075624884484
1341,4,Television programme,Restaurants,Beauty,16.461030934945764,8.682523950908074
1342,3,Television programme,Restaurants,Vehicles,25.931913030096595,16.705029664053583
1343,4,Live events,Restaurants,Coffeehouses,10.792664259788976,10.834769668610527
1344,5,Television programme,Restaurants,Sports,6.26329923749989,15.026608615349488
1345,5,Restaurants,Coffeehouses,Diners,12.551583438485329,15.648049862849065
1346,4,Live events,Food,Vehicles,13.727651713312017,7.437151433485702
1347,3,Live events,Ballet,Television programme,0.5908970929609438,12.238786844093326
1348,3,Television programme,TV chat shows,Restaurants,10.835313154886894,10.296966431824242
1349,4,Television programme,Food,Restaurants,10.987196642580788,9.705262717509335
1350,5,Television programme,TV chat shows,TV comedies,22.59157782265318,29.847956623284166
1351,4,Restaurants,Consumer electronics,Television programme,14.349590851595911,26.05694671838801
1352,5,Television programme,Pets,Birds,6.383004304507956,22.93481413055816
1353,4,Arts and music,Shoes,Sports,17.517524155304155,11.608163212654027
1354,4,Games,Music,Restaurants,18.748731992312404,15.583135891623208
1355,5,Music,Television programme,Restaurants,5.869982954075721,43.9748878952754
1356,5,Restaurants,Coffeehouses,Diners,18.32593497256802,15.078849660990105
1357,5,Television programme,Friendship,Marriage,5.7313608344789895,26.098357742022706
1358,4,Alcoholic drink,Restaurants,Pets,2.9445094211312624,3.4078020314342705
1359,4,Television programme,Restaurants,Coffeehouses,20.515054608387114,31.021190980435698
1360,5,Games,Television programme,Restaurants,10.260033100702273,17.5635633379365
1361,4,Restaurants,Coffeehouses,Diners,6.1766180389411804,9.101698499813391
1362,4,Video games,Television programme,TV chat shows,7.649965736541796,5.079730385994248
1363,3,Television programme,Restaurants,Sports,17.719708760643904,20.79939912797491
1364,4,Beauty,Sports,Consumer electronics,16.29432842726506,30.90322796303561
1365,5,Television programme,Food,Barbecue,12.558568494684076,28.680059812350994
1366,4,Television programme,Restaurants,Coffeehouses,16.77594296407739,31.746514595638452
1367,3,Television programme,TV chat shows,TV comedies,5.58540562150411,11.064765874030696
1368,3,Pop music,Restaurants,Consumer electronics,20.482948992058496,7.856161725928597
1369,4,Restaurants,Consumer electronics,Music,11.94079988105483,12.244417123142009
1370,5,Television programme,TV chat shows,TV comedies,6.528555468959723,3.349034508046234
1371,5,Music videos,Restaurants,Computers,16.873244368071088,14.909182519510438
1372,4,Television programme,Restaurants,Coffeehouses,4.0545342992049624,17.61162176815406
1373,5,Live events,Alcoholic drink,Restaurants,8.167685827992905,4.352817433160881
1374,3,Films,Reading,Vehicles,5.275500260983309,22.729144007032936
1375,4,Food,Consumer electronics,Televisions,1.8160339767496136,5.38091313483128
1376,3,Friendship,Restaurants,Coffeehouses,0.6587459983618125,15.898730143566564
1377,4,Reading,Television programme,Restaurants,4.217317199473055,4.939062798801585
1378,4,Music,Television programme,Drinks,10.562123451669569,30.150251262364385
1379,4,Personal finance,Television programme,Restaurants,1.9495443669782713,9.428679140431836
1380,4,Television programme,Politics and social issues,Charity and causes,1.15983045584737,2.708778697118346
1381,3,Television programme,TV chat shows,TV comedies,5.339027700835184,29.20949765749078
1382,4,Television programme,TV chat shows,Restaurants,6.15396956621449,9.448869036042538
1383,4,Television programme,TV chat shows,Drinks,14.472085948752976,28.484235010992897
1384,4,Television programme,TV chat shows,Restaurants,14.899306006171905,22.39214710704985
1385,4,Television programme,TV chat shows,Restaurants,20.067957204276187,1.7717456085466115
1386,4,Television programme,Restaurants,Consumer electronics,20.412948943405496,20.585408800719186
1387,4,Rock music,Travel,Shoes,21.55979215293891,21.15491705461338
1388,5,Television programme,TV chat shows,TV comedies,8.530024664663157,4.639587075345053
1389,3,Restaurants,Coffeehouses,Diners,12.527191483606515,19.497688940229764
1390,4,Vehicles,4x4s,Automobiles,9.079106642322909,13.511393355554448
1391,4,Music,Television programme,Televisions,17.574183000052265,1.0771041249002078
1392,4,Television programme,TV chat shows,TV comedies,1.1068540649680205,32.84222009962304
1393,6,Restaurants,Coffeehouses,Diners,9.695151859408071,6.472209311904086
1394,4,Live events,Reading,Travel,3.7948820222733435,14.552266253284765
1395,4,Television programme,TV chat shows,Restaurants,2.3479351041951677,17.61382394321872
1396,5,Sales,Television programme,Food,11.890266090944806,6.485409375761072
1397,5,Television programme,TV chat shows,Travel,7.763681353943651,17.304544109304874
1398,4,Travel,Vehicles,4x4s,5.681505490955273,41.49754750669914
1399,5,Television programme,TV chat shows,TV comedies,12.843690363865667,9.306397837436077
1400,5,Television programme,TV chat shows,TV comedies,4.555548347821954,23.071103568876644
1401,4,Television programme,TV chat shows,TV comedies,12.468894984313014,20.63114383413673
1402,4,Television programme,Restaurants,Coffeehouses,11.49268136977122,14.039629738418403
1403,4,Television programme,TV chat shows,TV comedies,6.704019167672392,3.5801610675034983
1404,4,Television programme,TV chat shows,TV comedies,9.646633005347494,16.72675131374646
1405,4,Films,Television programme,TV chat shows,15.740421071321393,4.315164515809506
1406,4,Television programme,Friendship,Marriage,13.471537254164058,30.790572069322053
1407,4,Reading,Television programme,Restaurants,10.594847089304405,11.722998993179159
1408,3,Television programme,TV chat shows,TV comedies,0.6885161171700869,34.61864534667628
1409,4,Games,Restaurants,Coffeehouses,15.628747170758643,17.19159187402464
1410,4,Films,Games,Photography,11.908455605860917,0.535485483202832
1411,5,Business,Travel,Sports,7.94741971682819,18.462874817936665
1412,4,Television programme,Restaurants,Coffeehouses,2.7402762191662804,26.387968294824127
1413,5,Live events,Television programme,TV chat shows,7.017939323728785,16.648929231891948
1414,5,Television programme,TV chat shows,Restaurants,6.763264166544343,11.551481123432161
1415,5,Business,Television programme,TV chat shows,5.591392128638057,6.792425698896617
1416,3,Restaurants,Photography,Travel,6.465450378948162,22.307081481824746
1417,4,Music,Restaurants,Travel,8.050361134625337,9.075076896601672
1418,4,Games,Restaurants,Coffeehouses,3.883019205064352,5.980786791264407
1419,5,Games,Television programme,Alcoholic drink,0.13234747980829908,19.787230601801305
1420,5,Personal finance,Television programme,TV chat shows,12.481298017733199,29.17057780300584
1421,5,Television programme,Restaurants,Shoes,13.333018675943368,32.84230287803855
1422,5,Restaurants,Travel,Adventure travel,1.9730978095130594,22.41884859695721
1423,4,Games,Television programme,TV chat shows,7.9422320362502425,4.322215514513559
1424,4,Music,Arts and music,Vehicles,15.868546899487946,17.595098648378446
1425,5,Television programme,TV chat shows,Restaurants,6.781701526987721,18.29639368279321
1426,4,Music videos,Television programme,TV chat shows,5.6947330974597605,24.292565460098974
1427,5,Restaurants,Coffeehouses,Diners,3.287461983649181,21.93107619247809
1428,4,Television programme,Restaurants,Sports,9.426964378974725,25.302402189514623
1429,4,Television programme,Restaurants,Sports,6.965139619304119,17.657341450357528
1430,4,Drinks,Food,Restaurants,15.420022954577767,16.598816182646374
1431,4,Music,Television programme,TV chat shows,20.58326381999806,23.181385491806296
1432,4,Television programme,TV chat shows,TV comedies,8.037893696336461,6.487827529034276
1433,4,Television programme,Drinks,Coffee,7.779103226925178,22.6299874285043
1434,3,Television programme,Restaurants,Vehicles,5.503753835098449,4.269120658244358
1435,5,Television programme,Restaurants,Vehicles,1.9114864105305989,12.151032950896514
1436,3,Business,Music,Vehicles,8.29335576687481,12.018186519566548
1437,4,Games,Music,Vehicles,5.174346329450135,13.103687118015761
1438,4,Television programme,TV chat shows,TV comedies,4.147129720607665,21.91124026573528
1439,5,Business,Shopping,Sports,9.075504638532406,25.741655808569767
1440,4,Television programme,TV chat shows,TV comedies,7.464971902370166,10.39708894188784
1441,5,Restaurants,Coffeehouses,Arts and music,6.811547487967806,36.56509518926282
1442,4,Television programme,TV chat shows,Restaurants,0.9805018313146139,23.137070001100394
1443,4,Films,Television programme,Restaurants,13.302571881654284,22.310235777298438
1444,4,Personal finance,Music,Television programme,14.056096625374169,9.177090355463662
1445,5,Television programme,Restaurants,Politics and social issues,10.367459806914594,28.63393558368351
1446,3,Television programme,TV chat shows,TV comedies,9.400337284184218,22.884997409302528
1447,5,Television programme,Drinks,Restaurants,6.4050928018743605,7.989143500720257
1448,4,Live events,Television programme,TV chat shows,21.611496921284044,3.482581541661494
1449,3,Food,Restaurants,Coffeehouses,13.880256869205365,24.231614035998533
1450,4,Television programme,TV chat shows,TV comedies,5.788197643669173,7.515184435157547
1451,3,Food,Restaurants,Coffeehouses,14.19517730276199,7.839876110409805
1452,4,Music,Restaurants,Arts and music,4.280833262440378,36.32305053755141
1453,5,Games,Restaurants,Coffeehouses,22.022326987428585,7.589933242951617
1454,4,Friendship,Restaurants,Coffeehouses,6.89672077749699,18.764006327262855
1455,5,Music,Restaurants,Home and garden,15.141429101587494,0.9610542136809581
1456,4,Television programme,Restaurants,Photography,7.383882233090924,26.82734080194392
1457,5,Television programme,TV chat shows,Restaurants,1.0566743602564372,3.8020515507311625
1458,5,Television programme,TV chat shows,Restaurants,10.906691618080757,6.117553982687534
1459,5,Television programme,TV chat shows,TV comedies,11.695778146197672,21.67510977433382
1460,3,Music videos,Television programme,TV chat shows,5.813858428532713,21.304766381117247
1461,4,Television programme,Restaurants,Computers,3.6881362699093545,17.240274017436434
1462,5,Games,Television programme,TV chat shows,25.19169550196947,30.82548355325165
1463,5,Television programme,TV chat shows,TV comedies,6.495478194920265,21.41827782964718
1464,4,Rock music,Vehicles,4x4s,8.281782710256978,1.8785748714842239
1465,5,Television programme,TV chat shows,TV comedies,3.640805925677819,9.43187612309274
1466,3,Music,Restaurants,Arts and music,12.477752500552928,11.438904867981407
1467,5,Drinks,Vehicles,4x4s,5.509634856666832,12.630339838694347
1468,3,Television programme,Restaurants,Clothing,25.742712227072985,1.7034445447016306
1469,4,Television programme,TV chat shows,TV comedies,15.61439339184242,9.818732521402735
1470,5,Business,Television programme,Photography,10.16932111516503,8.76836168426834
1471,4,Personal finance,Films,Automobiles,12.837117429283012,48.97605510396792
1472,4,Television programme,TV chat shows,TV comedies,14.201548945451734,0.30846067701426527
1473,4,Television programme,TV chat shows,TV comedies,15.578785523150131,16.41373394560082
1474,5,Business,Vehicles,4x4s,10.472111090093785,21.52529115507656
1475,4,Restaurants,Photography,Sculpture,11.052514003260756,7.7610954602512185
1476,4,Restaurants,Consumer electronics,Television programme,2.2885145384126027,28.94001677813086
1477,4,Pop music,Cosmetics,Fragrances,5.679823819868787,27.307465423500005
1478,6,Live events,Pop music,Beauty,6.706110247290711,25.91639621669509
1479,4,Films,Television programme,Food,8.472816718841129,0.5372867637547749
1480,4,Television programme,Restaurants,Sports,2.234948348754318,9.864359172627793
1481,4,Arts and music,Vehicles,4x4s,29.852781990938702,6.023108870491644
1482,4,Live events,Restaurants,Coffeehouses,9.52535851103555,2.8906943686259456
1483,4,Television programme,TV chat shows,Restaurants,1.188952524488501,15.634879552862857
1484,5,Music,Television programme,Food,3.794431214752148,26.58118981214846
1485,4,Television programme,Restaurants,Travel,3.8900934108559895,10.491168292408409
1486,5,Live events,Television programme,TV chat shows,5.679290577758893,15.670701882113333
1487,5,Restaurants,Coffeehouses,Diners,1.702163538174844,14.71636934804254
1488,5,Films,Television programme,TV chat shows,10.465433474378939,19.1639041097001
1489,4,Television programme,Restaurants,Vehicles,12.002750152664056,6.166430568881113
1490,4,Television programme,Arts and music,Acting,12.732311517179678,20.793093009383114
1491,4,Restaurants,Coffeehouses,Diners,11.518763125480458,4.369057319105327
1492,4,Films,Vehicles,4x4s,15.476846452557785,28.30588459910399
1493,3,Television programme,TV chat shows,TV comedies,13.931522307088166,13.007424572382357
1494,4,Friendship,Travel,Beauty,7.682404904450192,0.9763699985821006
1495,3,Television programme,Drinks,Coffee,7.469834331915051,35.98421741381699
1496,4,Restaurants,Coffeehouses,Diners,15.064391804106751,34.183866322641634
1497,5,Television programme,Drinks,Restaurants,12.350032661505915,25.00860816242578
1498,5,Rock music,Television programme,Restaurants,0.33343909115844106,9.35720059152738
1499,4,Television programme,Travel,Sports,4.181482909560513,11.112129565760519
1500,4,Television programme,TV chat shows,TV comedies,10.217187770969149,7.620558811930139
1501,5,Television programme,Arts and music,Acting,22.585501435979936,11.831804567736773
1502,0,Music,Television programme,TV chat shows,3.2141575864285805,15.297847784361274
1503,3,Television programme,Restaurants,Travel,15.578594771957352,10.072992173709977
1504,5,Reading,Television programme,TV chat shows,7.330157529615555,7.834177605169957
1505,5,Personal finance,Sales,Politics and social issues,9.84531369099937,18.59014508015807
1506,5,Television programme,TV chat shows,TV comedies,1.4033889194385765,9.261229201193474
1507,4,Reading,Restaurants,Coffeehouses,10.583346714015306,9.295002606511297
1508,4,Vehicles,4x4s,Automobiles,2.941807514275319,4.931080092577279
1509,5,Business,Vehicles,Beauty,4.5839871059795305,22.457003290090682
