7407,4,Television programme,TV chat shows,TV comedies,9.203478514763617,5.659878634526871
7408,4,Television programme,Pets,Birds,10.848493999732538,11.644496797601814
7409,1,Television programme,Travel,Shopping,6.307960469427873,18.334149672868726
7410,5,Personal finance,Television programme,TV chat shows,4.17034197420328,14.834094206624854
7411,5,Music,Television programme,TV chat shows,16.274556493623557,20.316021269951893
7412,5,Television programme,Restaurants,Vehicles,0.4238004361430896,28.64440277399311
7413,4,Television programme,Arts and music,Acting,2.184000826325174,15.636656712775745
7414,3,Games,Reading,Television programme,3.492163584581168,15.46130478924323
7415,3,Restaurants,Coffeehouses,Consumer electronics,3.6004137785581305,13.462573133171148
7416,4,Television programme,TV chat shows,TV comedies,10.589214069214458,15.869302887084723
7417,5,Arts and music,Vehicles,4x4s,0.7034125962879685,20.36562921292154
7418,4,Television programme,TV chat shows,TV comedies,16.79294907717224,21.747739495103424
7419,4,Sales,Restaurants,Coffeehouses,5.257702892606228,12.440228034298796
7420,4,Television programme,TV chat shows,TV comedies,7.87976529821945,16.57793236319511
7421,3,Photography,Vehicles,4x4s,3.8358129487378374,12.975719685389283
7422,4,Arts and music,Pets,Travel,16.68171453149037,11.888224514544973
7423,4,Restaurants,Coffeehouses,Diners,6.862221760711735,8.260359380286928
7424,4,Television programme,Restaurants,Vehicles,14.764899246612273,16.52220843774951
7425,5,Television programme,TV chat shows,TV comedies,11.07613848027097,10.759464699194844
7426,5,Music,Television programme,TV chat shows,5.868873193225826,11.682011736804768
7427,4,Restaurants,Travel,Adventure travel,5.1107176925124955,13.152217982894982
7428,5,Television programme,TV chat shows,TV comedies,11.859091335381315,5.176388797026801
7429,4,Rock music,Vehicles,4x4s,4.950633334722986,15.781945805112304
7430,5,Television programme,TV chat shows,TV comedies,10.945347648988824,17.88173261452736
7431,0,Television programme,Travel,Vehicles,1.9843366699706637,40.94946123586455
7432,3,Rock music,Television programme,TV chat shows,10.66735676926482,15.923808646391347
7433,4,Restaurants,Coffeehouses,Pets,9.60513991548473,28.69269542467549
7434,5,Reading,Restaurants,Coffeehouses,10.896716979437361,3.678276516518485
7435,5,Restaurants,Coffeehouses,Sports,7.357397022195853,16.07050958098836
7436,3,Television programme,TV chat shows,TV comedies,9.816868343840936,24.63069109582876
7437,3,Television programme,Restaurants,Vehicles,16.467619288982345,3.8752608770381443
7438,5,Television programme,Restaurants,Arts and music,5.55844943693375,14.88554495808206
7439,4,Television programme,TV chat shows,TV comedies,14.766744952551498,20.532326183930135
7440,4,Television programme,Restaurants,Vehicles,8.0237624620549,15.405210391146602
7441,4,Sales,Restaurants,Coffeehouses,8.811385317700848,15.022105156647097
7442,4,Restaurants,Coffeehouses,Diners,9.248991612282618,25.16355494750084
7443,4,Television programme,TV chat shows,TV comedies,3.495894104467876,18.699183774807558
7444,4,Reading,Television programme,Arts and music,2.9010701020167984,34.445089185259704
7445,5,Television programme,Restaurants,Coffeehouses,2.9325410777712237,8.516903659951204
7446,3,Television programme,TV chat shows,TV comedies,28.91903752723958,25.522773203025938
7447,5,Restaurants,Coffeehouses,Diners,0.2745095707096912,8.01710447498699
7448,5,Films,Reading,Restaurants,8.99373750803953,3.6128713476519234
7449,4,Music,Television programme,Restaurants,12.079289946157026,5.6339124224586445
7450,5,Music,Restaurants,Coffeehouses,22.000425708745986,2.6890688665576334
7451,5,Music,Music videos,Television programme,29.51974569594384,24.19668607020138
7452,5,Television programme,TV chat shows,TV comedies,16.66034010261464,13.618721747303615
7453,4,Television programme,Restaurants,Arts and music,2.036339561961844,22.528050378085727
7454,5,Arts and music,Travel,Online shopping,1.92073239649081,4.670834406606751
7455,5,Television programme,Restaurants,Computers,13.806632974207353,21.858327975123494
7456,5,Restaurants,Coffeehouses,Diners,10.625379248892271,36.163249542995885
7457,4,Television programme,TV chat shows,TV comedies,9.21900510953545,11.743865678925658
7458,4,Television programme,TV chat shows,TV comedies,1.8337505847220354,22.142941665501468
7459,4,Television programme,Restaurants,Computers,12.866811255677527,2.7199247392396977
7460,4,Rock music,Television programme,TV chat shows,2.223022717593855,26.499850253695456
7461,3,Television programme,TV chat shows,Politics and social issues,5.199096794793469,18.45248243630931
7462,4,Television programme,TV chat shows,TV comedies,1.0918061283718146,9.440929161088285
7463,5,Television programme,Restaurants,Mobile phones,12.489966631067345,19.079050460368975
7464,5,Vehicles,4x4s,Automobiles,9.754704687476632,24.022301154045977
7465,4,Television programme,Restaurants,Vehicles,18.160636491437465,13.169435586872305
7466,4,Television programme,TV chat shows,TV comedies,15.585505177933996,14.761837717800823
7467,5,Live events,Television programme,Restaurants,4.080970061845895,13.469403291535334
7468,6,Restaurants,Coffeehouses,Diners,18.597081817668343,12.19544063100623
7469,4,Arts and music,Vehicles,4x4s,11.095046696934023,22.932861532522264
7470,3,Reading,Television programme,Restaurants,24.6230728076033,5.384163796563545
7471,4,Television programme,Drinks,Coffee,5.9836837797318285,16.814492356101503
7472,5,Television programme,TV chat shows,TV comedies,14.491563681227682,20.60071215630767
7473,4,Television programme,TV chat shows,TV comedies,16.246301459462796,0.5363404268123375
7474,5,Television programme,Restaurants,Vehicles,13.236319387364905,5.66493355470139
7475,3,Personal finance,Television programme,TV chat shows,13.378676868610448,12.386136870460284
7476,5,Television programme,Restaurants,Vehicles,10.076258931204729,16.549544880772217
7477,5,Rock music,Television programme,Restaurants,11.566674809837991,10.60255462832701
7478,4,Restaurants,Travel,Consumer electronics,12.663648221758686,14.585649255498163
7479,4,Television programme,Restaurants,Vehicles,10.815525787158968,14.22495903203501
7480,4,Live events,Friendship,Sports,10.387409723798795,24.83582600587885
7481,4,Television programme,TV chat shows,TV comedies,1.2313869021088095,19.211316022176234
7482,4,Television programme,Home and garden,Consumer electronics,6.2666262531943016,9.949940785239562
7483,4,Video games,Vehicles,4x4s,22.068313981712826,17.053645234823094
7484,5,Music,Television programme,TV chat shows,18.268942610642025,35.80799974345519
7485,5,Films,Reading,Vehicles,10.069853660085585,9.845042935917817
7486,4,Personal finance,Television programme,Restaurants,20.524900044140956,26.0941450893477
7487,4,Television programme,Drinks,Restaurants,9.992648819523112,15.377735682248556
7488,3,Television programme,Travel,Cosmetics,10.490109449230257,23.35367803141049
7489,4,Television programme,Restaurants,Travel,16.871918939651618,17.270063109900406
7490,4,Family,Restaurants,Mobile phones,9.536719977912856,13.00580984798483
7491,5,Television programme,TV chat shows,TV comedies,22.56987139661679,5.356539396748136
7492,5,Beauty,Sports,Televisions,19.03296410374766,11.550139660484058
7493,5,Television programme,TV chat shows,TV comedies,8.90426515274833,5.431974661513802
7494,4,Reading,Alcoholic drink,Vehicles,9.792818532295025,14.74563591888727
7495,5,Television programme,TV chat shows,TV comedies,16.30432313287107,9.633645444430595
7496,5,Television programme,Restaurants,Coffeehouses,17.258225512442227,22.08513872847497
7497,5,Television programme,TV chat shows,Travel,3.115345048770381,24.019860696097584
7498,5,Films,Restaurants,Coffeehouses,10.163472910337127,6.477139817922068
7499,4,Television programme,TV chat shows,TV comedies,10.60750201765871,13.741402795112268
7500,4,Food,Restaurants,Coffeehouses,24.582951567071596,23.240342767581097
7501,5,Restaurants,Coffeehouses,Diners,15.289064907130022,25.108361198772364
7502,3,Restaurants,Travel,Adventure travel,7.495482744466798,18.380146762658548
7503,3,Restaurants,Sports,Consumer electronics,16.338330788278366,14.617142890096124
7504,4,Television programme,TV chat shows,TV comedies,10.418376078299966,26.986551738622897
7505,4,Music videos,Sports,Software,3.5605491273845713,31.865743202200044
7506,4,Restaurants,Coffeehouses,Diners,14.418163676570568,21.581370546869408
7507,5,Arts and music,Vehicles,4x4s,1.9610719089208253,17.535678002217082
7508,4,Restaurants,Coffeehouses,Diners,12.507250573794,12.735569068800205
7509,4,Films,Restaurants,Coffeehouses,2.8798929642922575,25.287947823839346
7510,5,Restaurants,Sports,Music,6.6740149527392845,2.750313733075364
7511,4,Television programme,TV chat shows,TV comedies,10.7352270400762,30.519980006415103
7512,5,Television programme,TV chat shows,TV comedies,10.797107664191815,25.009385255627286
7513,4,Television programme,TV chat shows,TV comedies,2.9257480106845737,21.95413426509375
7514,4,Restaurants,Coffeehouses,Diners,1.570712332147874,15.593278166610089
7515,5,Television programme,TV chat shows,Restaurants,0.44763720278741914,3.4003639190711095
7516,4,Reading,Television programme,TV chat shows,10.636175037978653,22.896192818304044
7517,4,Television programme,Restaurants,Coffeehouses,9.241587566279474,6.5194503857281685
7518,5,Television programme,Restaurants,Vehicles,12.109335443459317,4.917100597853194
7519,4,Games,Television programme,TV chat shows,9.802751868826892,9.049833709978344
7520,5,Music,Television programme,TV chat shows,10.279318262974316,21.39562081998092
7521,5,Reading,Restaurants,Pets,3.630298822197097,25.389950512135744
7522,4,Television programme,TV chat shows,TV comedies,15.42756278105843,1.0150852433302973
7523,5,Reading,Restaurants,Coffeehouses,9.601593517364373,16.814428789311997
7524,5,Television programme,Restaurants,Pets,9.358761204489753,9.41886700646176
7525,5,Television programme,TV chat shows,TV comedies,14.129619518722961,24.111020595644625
7526,4,Television programme,TV chat shows,TV comedies,15.969137321248592,4.917380021244021
7527,5,Games,Television programme,TV chat shows,12.984247984545606,4.877640312820773
7528,4,Music videos,Television programme,Alcoholic drink,10.688377404934329,3.8198719958663787
7529,5,Television programme,TV chat shows,Arts and music,12.664627499464363,29.50614090884333
7530,4,Television programme,TV chat shows,Restaurants,13.381434070165987,8.665191661751784
7531,0,Television programme,Restaurants,Arts and music,14.653027613090103,13.848175004086304
7532,6,Reading,Television programme,TV chat shows,15.868794588662507,22.92783338828008
7533,4,Business,Restaurants,Coffeehouses,11.586299892234198,15.123473962899538
7534,5,Television programme,TV chat shows,TV comedies,18.34359423442156,31.748782045340448
7535,4,Reading,Television programme,TV chat shows,8.931611389814373,24.7389454706721
7536,4,Television programme,Restaurants,Politics and social issues,10.675679447076561,5.790388205512034
7537,4,Television programme,TV chat shows,TV comedies,20.1300466180345,0.8400630317005966
7538,5,Live events,Television programme,TV chat shows,4.827762748794148,28.6626916797984
7539,5,Restaurants,Arts and music,Sports,15.934128724874533,13.428988742392852
7540,3,Television programme,TV chat shows,Pets,11.837553103002424,13.545550772388385
7541,4,Music videos,Television programme,TV chat shows,8.943125663210228,28.75184033688923
7542,4,Television programme,Restaurants,Cosmetics,6.7084642225524505,23.241408474587903
7543,4,Vehicles,Clothing,Sports,2.968149126465695,1.9171269205392516
7544,4,Drinks,Travel,Sports,13.760963974171927,11.202348691844204
7545,4,Drinks,Arts and music,Sports,5.885333779356458,7.726517170551858
7546,4,Television programme,Restaurants,Clothing,15.800295226019932,10.116133514149825
7547,6,Television programme,TV chat shows,TV comedies,3.9636984055711793,6.263417887539732
7548,5,Films,Television programme,TV chat shows,9.467078588710077,20.615050227600058
7549,5,Television programme,TV chat shows,TV comedies,14.445060138124063,4.252565990283275
7550,5,Vehicles,4x4s,Automobiles,4.636707593995759,43.41569905237066
7551,5,Television programme,TV chat shows,Restaurants,21.929285495221606,30.15139540234251
7552,4,Television programme,TV chat shows,TV comedies,6.480895662021908,14.391036307993323
7553,4,Restaurants,Sports,Mobile phones,15.529052084397296,16.22338878314673
7554,3,Television programme,TV chat shows,Pets,10.9196536159699,0.9794597272996093
7555,4,Sales,Restaurants,Mobile phones,10.182554326744135,11.212517175513991
7556,4,Drinks,Restaurants,Politics and social issues,23.48532838504812,14.149226463390635
7557,5,Television programme,Travel,Computers,7.668602229294782,21.696416909608367
7558,4,Films,Restaurants,Pets,7.622249994607475,19.115839774889462
7559,4,Television programme,Restaurants,Photography,20.051932471301804,14.160743664318115
7560,4,Live events,Restaurants,Coffeehouses,3.466806818570981,4.352697461073035
7561,4,Beauty,Sports,Computers,10.718802566715864,10.68044414353436
7562,3,Films,Restaurants,Politics and social issues,18.963868047922958,13.182340425288777
7563,4,Music,Vehicles,4x4s,24.767511302610984,14.30210397560675
7564,4,Music,Travel,Online shopping,20.988775797733467,37.62826306690742
7565,4,Pop music,Television programme,Restaurants,17.556058465622304,17.05723470906036
7566,6,Films,Vehicles,4x4s,16.07513522883772,11.109305756997278
7567,4,Live events,Television programme,TV chat shows,13.15025971314477,13.426577656643905
7568,5,Television programme,Restaurants,Vehicles,3.4948373463218534,21.670399744524342
7569,4,Television programme,TV chat shows,TV comedies,17.56731099861247,22.72337274968443
7570,5,Television programme,Restaurants,Travel,2.2832159877227793,7.404066209427125
7571,5,Television programme,TV chat shows,Travel,9.380988365330715,12.922237288887773
7572,5,Films,Restaurants,Coffeehouses,7.737365278336101,17.397189739570585
7573,4,Television programme,TV chat shows,TV comedies,5.128400200375911,29.11337371176906
7574,5,Vehicles,4x4s,Automobiles,12.947080221094259,14.543956841620414
7575,4,Films,Television programme,Restaurants,10.731018705826411,14.569469216663741
7576,5,Television programme,Restaurants,Computers,6.405224002733819,25.503208761649418
7577,5,Television programme,Restaurants,Vehicles,6.430239011642029,9.929473956279203
7578,5,Games,Action games,Music,13.459235624436076,6.591038924960998
7579,4,Games,Television programme,Family,12.802567088549035,11.29684000024336
7580,5,Restaurants,Sports,Music,15.89687439735538,22.201472752684875
7581,4,Music videos,Television programme,TV chat shows,18.054050793529044,14.568700445480133
7582,5,Films,Television programme,Restaurants,7.60177393042132,7.228405982267036
7583,4,Television programme,Restaurants,Politics and social issues,15.957884785957594,27.515620792944283
7584,4,Restaurants,Coffeehouses,Diners,7.140951923109904,15.762000243471658
7585,4,Games,Television programme,TV chat shows,3.2726027015550283,6.395406684431843
7586,5,Restaurants,Travel,Consumer electronics,10.088440263825015,6.08450748041405
7587,4,Games,Arts and music,Sports,4.651544671692162,2.2722967986446587
7588,3,Television programme,Alcoholic drink,Beer,20.358663534777833,0.24029656748057704
7589,5,Arts and music,Politics and social issues,Vehicles,5.9153630460399285,22.222357616071633
7590,5,Games,Music,Television programme,11.594251287266895,14.563754127104627
7591,5,Television programme,TV chat shows,TV comedies,16.593681310904607,26.83987459534428
7592,4,Television programme,TV chat shows,TV comedies,11.148455568682635,11.483732171897731
7593,3,Television programme,TV chat shows,TV comedies,4.33830041507468,10.98055961925415
7594,5,Restaurants,Coffeehouses,Consumer electronics,3.027972586106082,3.6492156742196666
7595,6,Games,Restaurants,Coffeehouses,19.78131682263116,27.95806351720254
7596,5,Television programme,Restaurants,Sports,0.8763446434147326,13.41806662889693
7597,3,Games,Restaurants,Coffeehouses,8.424701658007633,6.273301275918896
7598,5,Television programme,TV chat shows,Restaurants,12.203506391603351,31.234477527784158
7599,4,Games,Vehicles,4x4s,13.074758165469424,8.611643794473954
7600,5,Television programme,TV chat shows,TV comedies,19.206618271307484,9.113206843045685
7601,4,Films,Television programme,Pets,11.347260518035133,2.0012208757579533
7602,3,Television programme,TV chat shows,Restaurants,10.858698987253362,19.443849611752622
7603,5,Television programme,Restaurants,Coffeehouses,16.460313975994982,22.61635949711274
7604,4,Music videos,Reading,Vehicles,14.998681614266776,12.204928352098621
7605,4,Reading,Restaurants,Coffeehouses,12.652299169264575,22.9611390775614
7606,3,Television programme,TV chat shows,Drinks,18.069819926439713,13.580564117384663
7607,5,Films,Restaurants,Coffeehouses,19.056337153430995,23.48192364963967
7608,4,Films,Television programme,TV chat shows,6.056423311110471,12.190664884134241
7609,5,Television programme,TV chat shows,TV comedies,16.89247351108095,17.92687364057054
7610,6,Music,Restaurants,Mobile phones,5.412036032251323,25.39624549094415
7611,3,Television programme,TV chat shows,TV comedies,9.312510611601287,5.4174856785322465
7612,4,Television programme,TV chat shows,TV comedies,12.549218704617957,20.312422959803953
7613,4,Music,Arts and music,Acting,2.5428755697937255,38.964425553268995
7614,4,Restaurants,Consumer electronics,Video games,20.553340927707083,6.363777759974943
7615,5,Television programme,TV chat shows,Friendship,10.931145415850192,17.659483559591045
7616,5,Television programme,TV chat shows,TV comedies,7.25345036290949,9.486550510994835
7617,6,Sales,Games,Sports,10.197492315727633,35.47893457452757
7618,4,Television programme,TV chat shows,Restaurants,12.743330094465016,13.191556118888988
7619,3,Alcoholic drink,Restaurants,Coffeehouses,13.43750293769657,8.078203215913462
7620,4,Television programme,TV chat shows,TV comedies,17.055243238624424,22.673069054579592
7621,4,Television programme,Travel,Vehicles,21.90098712597402,5.517861016872541
7622,4,Television programme,TV chat shows,TV comedies,6.183378798335983,16.687554940495257
7623,4,Television programme,TV chat shows,TV comedies,8.547396293913609,12.996780419482869
7624,4,Sales,Television programme,Home and garden,4.187099631917102,20.749170241453704
7625,4,Television programme,TV chat shows,Food,16.5154306998756,13.007136997298215
7626,5,Restaurants,Coffeehouses,Football,6.843959596432545,15.110329100076017
7627,5,Television programme,Restaurants,Vehicles,4.3899837160399215,29.853002285982274
7628,5,Restaurants,Travel,Adventure travel,4.292253914533286,16.830678892623787
7629,4,Television programme,Restaurants,Coffeehouses,15.283054467806455,5.804962722913885
7630,5,Live events,Vehicles,4x4s,25.940189825322967,22.059204141680397
7631,3,Television programme,Restaurants,Arts and music,11.841490318732543,13.13871871881107
7632,4,Games,Television programme,TV chat shows,11.98594889258964,6.441852478012748
7633,5,Music,Television programme,Restaurants,3.3201265541719502,27.184352092352025
7634,3,Television programme,TV chat shows,TV comedies,8.622346370215238,8.328485500277772
7635,3,Television programme,Arts and music,Acting,8.976358151457344,11.534601344544557
7636,5,Television programme,TV chat shows,TV comedies,15.861730835501442,26.455511726997244
7637,5,Television programme,TV chat shows,Restaurants,13.403427245518504,19.201030818269555
7638,4,Films,Restaurants,Coffeehouses,8.095868137890907,26.21487006229536
7639,4,Pop music,Television programme,TV chat shows,9.963037828386149,16.88453003934535
7640,3,Television programme,Restaurants,Vehicles,8.866402537452927,18.487028886382234
7641,4,Music,Television programme,TV chat shows,11.55634914040137,39.461162511732894
7642,4,Restaurants,Coffeehouses,Travel,18.13576189844214,18.28126121582042
7643,5,Personal finance,Television programme,TV chat shows,15.088544855308331,19.061680009631466
7644,4,Television programme,Restaurants,Travel,11.879060119531793,30.51488495766681
7645,4,Television programme,TV chat shows,Restaurants,4.658901873284816,20.003248315509516
7646,4,Restaurants,Coffeehouses,Diners,8.477098470607737,29.15075561683245
7647,5,Restaurants,Coffeehouses,Diners,10.304384927510608,20.1450232288336
7648,5,Music,Restaurants,Coffeehouses,11.280535748728083,14.099182682769502
7649,5,Television programme,Restaurants,Sports,4.87233558546516,6.435448088214826
7650,5,Music videos,Television programme,TV chat shows,10.766523782537313,38.81774018888582
7651,4,Television programme,Restaurants,Coffeehouses,20.035847788390075,30.200805678328578
7652,4,Music,Television programme,TV chat shows,2.7984143804264123,23.89763276663298
7653,5,Television programme,Drinks,Coffee,3.7252497563624045,10.097583713277842
7654,4,Television programme,TV chat shows,TV comedies,17.622096158059332,42.72473808402548
7655,4,Music,Television programme,TV chat shows,12.439242082673607,17.050135695622537
7656,4,Films,Shopping,Sports,17.581542519777436,7.505830519656648
7657,4,Reading,Restaurants,Coffeehouses,8.996768944741406,0.3939690068596473
7658,4,Live events,Television programme,TV chat shows,11.29130471889826,24.89002476371121
7659,4,Business,Alcoholic drink,Restaurants,13.164472863557522,21.916063626102737
7660,4,Sales,Restaurants,Coffeehouses,21.05030252068147,26.4503853156843
7661,4,Television programme,Restaurants,Consumer electronics,6.326478983213667,6.144345716250711
7662,5,Restaurants,Coffeehouses,Home and garden,12.6613439081061,3.995620352609075
7663,4,Games,Television programme,TV chat shows,13.884970597020665,24.34429322288922
7664,5,Restaurants,Coffeehouses,Pets,4.524441276307236,13.661528348378647
7665,4,Vehicles,4x4s,Automobiles,4.363179440822695,47.32889352203506
7666,4,Television programme,TV chat shows,Photography,10.802102888868982,6.882942832003939
7667,4,Television programme,Restaurants,Coffeehouses,5.443900038696896,17.569556534128473
7668,5,Reading,Restaurants,Computers,7.532402883358648,3.3146943542074894
7669,5,Television programme,Travel,Sports,12.584087146804983,14.886587907419882
7670,4,Television programme,Restaurants,Coffeehouses,25.120514291947067,10.597348167935563
7671,4,Restaurants,Coffeehouses,Diners,3.705529658276541,17.55045624020862
7672,5,Television programme,Restaurants,Consumer electronics,15.29568636331295,10.870669220783329
7673,5,Television programme,TV chat shows,Travel,8.049430630719812,31.43000725213708
7674,4,Music,Blues music,Television programme,12.8937167871246,14.934388077165526
7675,3,Television programme,Arts and music,Acting,21.977805605936766,24.24544835182042
7676,5,Television programme,Restaurants,Vehicles,10.685242178193407,11.735042910101214
7677,5,Drinks,Restaurants,Politics and social issues,4.958994414631015,37.52687873565794
7678,5,Television programme,TV chat shows,TV comedies,12.021178127111083,24.721522556022745
7679,5,Games,Television programme,TV chat shows,10.03081921963877,14.202351190529157
7680,5,Films,Television programme,TV chat shows,8.869855995765132,8.022239831218515
7681,4,Television programme,TV chat shows,TV comedies,5.355997374219947,25.045112203728785
7682,3,Television programme,Restaurants,Vehicles,18.71286263516366,22.39356429659989
7683,5,Television programme,Politics and social issues,Televisions,2.9319056051589296,9.309600369957689
7684,5,Television programme,Restaurants,Vehicles,2.259501803230437,15.676125201299463
7685,5,Television programme,Drinks,Politics and social issues,13.343676779106364,32.326134013394324
7686,5,Video games,Television programme,TV chat shows,8.667338439866954,17.086083262772313
7687,5,Restaurants,Coffeehouses,Diners,22.281465745880176,22.799412975710744
7688,5,Games,Restaurants,Coffeehouses,6.221136702552265,23.473879430336854
7689,5,Films,Live events,Reading,20.494343759741792,12.852799420977236
7690,4,Television programme,Restaurants,Coffeehouses,6.640120176397187,1.1700191557952877
7691,4,Food,Restaurants,Coffeehouses,7.381368129570124,14.826114141716157
7692,5,Films,Television programme,TV chat shows,13.690150629780538,5.022288454557286
7693,4,Reading,Television programme,Restaurants,13.25088956740485,31.769272581921577
7694,5,Live events,Television programme,TV chat shows,7.936660919413625,2.6227747463426905
7695,4,Music videos,Television programme,Restaurants,1.684534328248068,18.994333666581802
7696,4,Television programme,Food,Barbecue,3.8081854145720424,23.976220944983837
7697,4,Restaurants,Arts and music,Acting,5.236628581459288,8.380848225593223
7698,5,Restaurants,Sports,Reading,2.934324433480067,21.56903106994131
7699,5,Live events,Music,Restaurants,4.237121093898225,20.26976793168975
7700,4,Television programme,Arts and music,Acting,7.166236411803062,23.91055950779363
7701,4,Restaurants,Coffeehouses,Diners,12.338600323630585,24.941497324169294
7702,4,Music,Music videos,Football,0.4512405430410613,14.960715201560154
7703,5,Television programme,Restaurants,Coffeehouses,7.104782738406601,13.622254267237746
7704,5,Restaurants,Travel,Adventure travel,14.05995390633144,15.763003079901923
7705,3,Television programme,Home and garden,DIY,6.661381310384883,1.2787365535004813
7706,5,Television programme,TV chat shows,Restaurants,4.566845726228261,24.72298569957573
7707,4,Restaurants,Politics and social issues,Consumer electronics,0.38218198341291654,21.087799185562126
7708,6,Music,Restaurants,Coffeehouses,14.859836301282579,10.263681002279721
7709,5,Television programme,TV chat shows,TV comedies,6.08861412125917,9.403564618696157
7710,4,Games,Politics and social issues,Sports,12.410844865831077,22.791477143437234
7711,5,Television programme,Restaurants,Vehicles,14.401046262189382,9.553430941740412
7712,5,Music,Television programme,TV chat shows,16.36190790913423,21.310646258339577
7713,5,Business,Television programme,Restaurants,14.17289617009764,3.83440676396485
7714,4,Sales,Television programme,Restaurants,14.54583239456128,26.460813896358847
7715,5,Television programme,Restaurants,Vehicles,3.2308417539172947,15.342060890117803
7716,5,Television programme,Restaurants,Clothing,1.226355303218062,8.636585891987265
7717,4,Television programme,TV chat shows,TV comedies,15.230532070279274,29.834078497447614
7718,5,Live events,Television programme,TV chat shows,9.656895611957472,25.844542079004732
7719,4,Television programme,Arts and music,Acting,9.248361138972319,0.3237022388433566
7720,5,Films,Games,Television programme,14.745045570648413,3.0489664933213483
7721,5,Television programme,TV chat shows,TV comedies,14.60948257678594,17.241251330059555
7722,5,Restaurants,Sports,Television programme,0.4144935367020821,25.652591638463768
7723,5,Films,Television programme,TV chat shows,21.669257458086474,10.670291007188977
7724,4,Television programme,TV chat shows,TV comedies,18.372505609095203,14.428638449504868
7725,4,Films,Television programme,TV chat shows,2.9755261139221867,15.670735145090912
7726,5,Television programme,Restaurants,Coffeehouses,15.390919594788478,25.433034387329364
7727,4,Restaurants,Sports,Television programme,16.065983202228658,21.42242144993944
7728,5,Music,Music videos,Arts and music,10.944477132472732,32.01472403651134
7729,4,Television programme,TV chat shows,Arts and music,12.456635002711181,20.96142460421923
7730,5,Music,Television programme,TV chat shows,6.381826781815475,12.329941019892322
7731,5,Television programme,Food,Barbecue,6.907814662291662,10.3671735085948
7732,3,Music,Television programme,Restaurants,11.059881025913135,6.7057217597289105
7733,6,Television programme,Friendship,Marriage,3.9187701539345845,24.39139593798121
7734,5,Television programme,Arts and music,Acting,4.387530913599666,21.204476954586934
7735,4,Television programme,Restaurants,Sports,14.468613106505547,7.426174722270165
7736,4,Restaurants,Coffeehouses,Computers,16.194738705396365,3.341793213201882
7737,4,Rock music,Reading,Vehicles,2.1986632753990776,20.646845029308217
7738,4,Television programme,TV chat shows,Food,17.010765495192,23.855555889115664
7739,4,Reading,Food,Beauty,6.9773718659778545,22.737860486944435
7740,5,Television programme,TV chat shows,Restaurants,17.88098159795215,5.551580490762442
7741,5,Restaurants,Coffeehouses,Consumer electronics,12.03104080050534,16.416182016060077
7742,4,Business,Television programme,TV chat shows,18.275470754307705,18.929114058487436
7743,4,Television programme,TV chat shows,TV comedies,21.070770954921855,13.599291697541398
7744,4,Restaurants,Coffeehouses,Sports,13.970448302726258,9.221228587292387
7745,5,Restaurants,Coffeehouses,Diners,13.561846574073611,1.68400970668411
7746,4,Sales,Television programme,Restaurants,9.520715707629932,13.555222236261889
7747,3,Television programme,Restaurants,Vehicles,12.211806607964743,12.281611376568003
7748,3,Live events,Television programme,Restaurants,8.748204497695745,4.005207926216153
7749,4,Television programme,Restaurants,Consumer electronics,0.02961319119728323,19.753372684329932
7750,4,Films,Restaurants,Coffeehouses,9.058004684829122,17.864193994352
7751,3,Restaurants,Coffeehouses,Diners,5.564992392052724,12.96233308259785
7752,3,Drinks,Restaurants,Coffeehouses,8.95954549370972,21.371297661975255
7753,4,Games,Restaurants,Coffeehouses,19.955772921549382,13.098314713296752
7754,5,Television programme,Restaurants,Vehicles,2.361739991004555,25.10881372186811
7755,4,Television programme,Restaurants,Coffeehouses,1.2589210411835197,31.348771462770706
7756,4,Restaurants,Coffeehouses,Arts and music,12.381713995528932,19.344678932919344
7757,4,Television programme,Restaurants,Travel,5.87420525548813,6.685331439425782
7758,4,Films,Restaurants,Pets,14.131679347216636,38.02181141210622
7759,5,Reading,Television programme,TV chat shows,19.320475384853367,20.595186567457713
7760,5,Television programme,TV chat shows,Restaurants,11.463948371958008,26.850514056636243
7761,3,Television programme,Travel,Adventure travel,4.689297824081578,27.783421077835364
7762,5,Games,Television programme,TV chat shows,17.641496976841914,9.135001968683795
7763,5,Television programme,TV chat shows,TV comedies,10.690927323061162,15.267662074807692
7764,5,Television programme,Restaurants,Travel,8.021919250706059,25.223454391793943
7765,5,Television programme,Restaurants,Vehicles,12.004154759512883,17.395184704610635
7766,4,Music,Blues music,Restaurants,7.50342030117082,36.97724842380381
7767,5,Business,Television programme,Restaurants,7.871653783182226,18.419283988914472
7768,4,Live events,Television programme,TV chat shows,2.0065127740696367,22.666227526574204
7769,4,Personal finance,Television programme,Restaurants,19.262315350635404,17.241958501304786
7770,5,Television programme,TV chat shows,Restaurants,7.191936702433063,19.01813079995859
7771,5,Television programme,Arts and music,Acting,5.911713836929186,5.431038509328388
7772,5,Music,Restaurants,Coffeehouses,7.395110163232408,29.189703368392717
7773,5,Television programme,Restaurants,Computers,7.97817586162641,3.078582336576929
7774,5,Television programme,Restaurants,Automobiles,4.48072185640262,10.800176508992532
7775,4,Music,Television programme,Televisions,15.856089726810687,20.90521596693049
7776,5,Friendship,Vehicles,4x4s,12.74420821326084,16.95958893857295
7777,4,Personal finance,Vehicles,4x4s,11.135308466988691,7.088240396179803
